zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
92054,-117.366752,33.175221,true,Condo,2,2,832,675000,1.482037237040497e+09
92054,-117.356163,33.18377,true,Single Family,2,1,908,589000,1.482037241145527e+09
92054,-117.367439,33.176594,true,Condo,3,3,1942,1.35e+06,1.482037245272804e+09
92054,-117.351747,33.180295,true,Single Family,3,2,1431,611000,1.482037232918117e+09
92054,-117.371704,33.187931,true,Single Family,3,2,1304,759900,1.482037284077926e+09
92054,-117.341673,33.203536,true,Single Family,3,2,1121,439000,1.482037265980329e+09
92054,-117.336933,33.215311,true,Single Family,4,2,1586,499900,1.482037261815033e+09
92054,-117.360519,33.182533,true,Single Family,3,2,1835,775000,1.482037279710612e+09
92054,-117.360029,33.20186,true,Single Family,3,2,1175,459000,1.482037292572948e+09
92054,-117.374089,33.182754,true,Condo,3,2.5,1935,2.19e+06,1.482037288518267e+09
92054,-117.385751,33.198889,true,Single Family,3,4,2700,1.85e+06,1.482037270058834e+09
92054,-117.330655,33.192245,true,Condo,1,1,740,229900,1.482037301562594e+09
92054,,,true,Multi Family,0,0,0,775000,1.482037296694089e+09
92054,-117.386467,33.203465,true,Condo,2,2,1143,789000,1.482037257586586e+09
92054,-117.338165,33.218482,true,Single Family,3,2,1288,429900,1.482037314749454e+09
92054,-117.37519,33.188327,true,Single Family,4,4,2300,1.2799e+06,1.481965034718205e+09
92054,-117.369768,33.195194,true,Single Family,9,6,3512,1.425e+06,1.482037310396408e+09
92054,-117.389335,33.201496,true,Single Family,1,1,760,474888,1.482037323878527e+09
92054,-117.389335,33.201496,true,Single Family,1,1,760,549888,1.482037319014952e+09
92054,-117.355913,33.206122,true,Single Family,4,3,2368,769000,1.48196505519756e+09
92054,-117.386827,33.207999,true,Mobile / Manufactured,1,1,588,65000,1.481965058900125e+09
92054,,,true,Mobile / Manufactured,2,2,0,145000,1.482037328241487e+09
92057,-117.293915,33.268791,true,Single Family,4,3,2887,600000,1.482044562911461e+09
92057,-117.302319,33.272537,true,Mobile / Manufactured,2,2,2056,370000,1.482044567008295e+09
92057,-117.31444,33.237598,true,Single Family,4,3,2443,539000,1.48196508121545e+09
92057,-117.31409,33.253991,true,Single Family,4,3,1791,499000,1.482044607375804e+09
92057,-117.297377,33.225431,true,Single Family,2,2,1064,299900,1.482044587075072e+09
92057,-117.312042,33.236016,true,Single Family,3,3,2291,499900,1.482044571107679e+09
92057,-117.29729,33.224978,true,Single Family,2,2,1092,284900,1.482044595242807e+09
92057,-117.307678,33.234532,true,Single Family,3,2,1196,390000,1.482044611362263e+09
92057,-117.295417,33.255488,true,Condo,2,1.5,992,269000,1.48204461962547e+09
92057,-117.324842,33.215454,true,Single Family,2,2,1347,325000,1.482044582985041e+09
92057,-117.296626,33.258499,true,Single Family,4,2,1224,418800,1.482044591152338e+09
92057,-117.281455,33.242631,true,Single Family,3,2,1307,495000,1.482044578858896e+09
92057,-117.298328,33.229826,true,Single Family,3,3,2478,629000,1.482044599346661e+09
92057,-117.313574,33.234845,true,Single Family,4,3,2459,479000,1.482044662158911e+09
92057,-117.315874,33.249389,true,Single Family,3,2,1340,429000,1.482044623719138e+09
92057,-117.291838,33.275548,true,Single Family,5,5,3840,775000,1.482044641975144e+09
92057,-117.263353,33.242379,false,,2.19,0,0,659000,1.482044615545781e+09
92057,-117.28821,33.242734,true,Single Family,4,3,2533,665000,1.48204462780733e+09
92057,-117.310677,33.247135,true,Mobile / Manufactured,2,2,1440,128000,1.481965152721017e+09
92057,-117.298905,33.224593,true,Single Family,2,2,1092,309000,1.482044637831932e+09
92057,-117.321072,33.21833,true,Single Family,2,2,1122,269000,1.482044650125475e+09
92057,-117.329685,33.209999,true,Condo,2,2,1059,310000,1.48204465413716e+09
92057,-117.293471,33.259783,true,Single Family,4,2,1352,425000,1.48204464602979e+09
92057,-117.310885,33.22883,true,Condo,2,3,1210,259000,1.482044658150084e+09
92056,-117.275454,33.181182,true,Single Family,2,2,1456,369900,1.482044771487698e+09
92056,-117.264938,33.231437,true,Single Family,4,3,1919,635000,1.48204474809784e+09
92056,-117.299774,33.217512,false,Townhouse,2,2,1470,454055,1.482044783653174e+09
92056,-117.299774,33.217512,false,Townhouse,3,3,1795,527018,1.482044727425427e+09
92056,-117.279191,33.176636,true,Single Family,3,2,1175,417000,1.482044710943746e+09
92056,-117.307056,33.188406,true,Multi Family,2,1,827,265000,1.482044715041621e+09
92056,-117.286075,33.183345,true,Townhouse,2,2,1280,215000,1.482044744137413e+09
92056,-117.286075,33.182965,true,Condo,3,2,1110,265000,1.482044779578368e+09
92056,-117.2801,33.175997,true,Single Family,3,2,1175,460000,1.482044827602103e+09
92056,-117.257163,33.172545,true,Single Family,4,3,2680,618000,1.482044763458205e+09
92056,-117.273316,33.223295,true,Single Family,2,1,890,350000,1.482044787756607e+09
92056,-117.293532,33.220362,true,Single Family,4,3,2227,525000,1.482044759292905e+09
92056,-117.261233,33.169472,true,Single Family,5,4,3269,719000,1.481965224247859e+09
92056,-117.266822,33.162588,true,Single Family,2,2,1800,589900,1.481965228077744e+09
92056,-117.299774,33.217512,false,Townhouse,3,3,1933,535455,1.482044731632436e+09
92056,-117.285872,33.181733,true,Condo,2,2,1280,289000,1.482044791849929e+09
92056,-117.285985,33.188367,true,Single Family,4,2,1920,399900,1.482044799943799e+09
92056,-117.269747,33.240826,false,Single Family,4,2.5,1883,,1.481965247883746e+09
92056,-117.306789,33.18833,false,,2,2,1075,,1.481965251594101e+09
92056,-117.29239,33.191907,false,,4,2,1760,,1.481965255263684e+09
92056,-117.284936,33.194059,true,Single Family,3,1,969,400000,1.481965258990878e+09
92056,-117.27464,33.238044,true,Single Family,3,3,1753,499000,1.481965262916542e+09
92056,-117.25833,33.170304,true,Single Family,3,3,2171,649900,1.482044819508646e+09
92056,-117.280185,33.177447,true,Single Family,3,2,1461,369000,1.482044823553832e+09
92056,-117.271364,33.220937,true,Single Family,2,1,834,335000,1.481965274571666e+09
92056,-117.287557,33.176705,true,,4,2,1480,559900,1.482044803941294e+09
92059,-117.068381,33.420983,true,Single Family,3,4,3063,1.15e+06,1.482038935548803e+09
92059,-117.067569,33.414821,false,,2.79,0,0,133000,1.482038939620141e+09
92059,-117.08248,33.4007,false,,37.3,0,0,75000,1.482038944409299e+09
92059,-117.105824,33.364646,false,Single Family,3,2,2110,,1.482038958868256e+09
92059,-117.06259,33.429164,true,Mobile / Manufactured,3,2,1404,440000,1.482038963009959e+09
92059,-117.106589,33.363194,true,Single Family,3,2,2468,699000,1.482038949327827e+09
92059,-117.08257,33.4001,false,,2.52,0,0,75000,1.482038971061438e+09
92059,-117.05717,33.413147,false,,3.23,0,0,129900,1.482038991438503e+09
92059,-117.05727,33.410249,false,,9.83,0,0,195000,1.482038975121183e+09
92059,-117.08257,33.4001,false,,100.7,0,0,375000,1.482038966984092e+09
92059,-117.08057,33.40028,false,,20,0,0,215000,1.482038987349384e+09
92059,-117.021516,33.339791,false,,100.72,0,0,1.5e+06,1.48203897913138e+09
92059,-117.08263,33.40039,false,,78.6,0,0,1.25e+06,1.482038983136606e+09
92058,-117.333354,33.231642,true,Mobile / Manufactured,2,2,1320,159000,1.482049491904446e+09
92058,-117.327428,33.239015,false,Single Family,3,2,1776,,1.48204862199321e+09
92058,-117.328193,33.245852,false,Condo,3,2,1193,315000,1.482048626202877e+09
92058,,,true,Single Family,3,2,0,424900,1.482048658181237e+09
92058,-117.328789,33.232006,true,Mobile / Manufactured,3,2,1600,289000,1.482048653784387e+09
92058,-117.336306,33.233463,true,Condo,2,2,1017,289988,1.482048634576866e+09
92058,-117.329639,33.23351,true,Mobile / Manufactured,2,2,1440,299000,1.482048630505098e+09
92058,-117.328789,33.232006,true,Mobile / Manufactured,2,2,1,299000,1.482048645158082e+09
92058,-117.333298,33.231442,true,Mobile / Manufactured,2,2,1440,135000,1.482048649734475e+09
92058,-117.338817,33.229791,true,Condo,4,2,1429,319000,1.48204866285984e+09
92058,-117.338479,33.228955,true,Condo,2,1,1017,225000,1.482048675144078e+09
92058,-117.328789,33.232006,true,Mobile / Manufactured,2,2,1488,159900,1.482048666929478e+09
92058,-117.331116,33.22155,true,Multi Family,6,3,3402,699000,1.482048679239948e+09
92058,-117.33003,33.22894,false,Mobile / Manufactured,2,1,720,,1.48196539625952e+09
92058,-117.323472,33.245618,false,Single Family,4,2,1682,,1.482048718925368e+09
92058,-117.323829,33.244351,false,,3,2.5,1471,,1.481965403955073e+09
92058,-117.326624,33.245457,false,Condo,2,1.5,1104,,1.481965407852881e+09
92058,-117.348426,33.228386,false,Single Family,3,2,1252,,1.482048726771287e+09
92058,-117.332091,33.23461,false,Single Family,3,2,1053,,1.481965415229213e+09
92058,-117.333158,33.231713,true,Mobile / Manufactured,2,2,1152,124900,1.482048683148514e+09
92058,-117.368252,33.203071,false,Single Family,3,2.5,2304,,1.481965422633647e+09
92058,-117.348362,33.226838,false,,3,2,1325,,1.482048730830968e+09
92058,-117.34844,33.230747,false,Single Family,3,2,1252,,1.481965433463389e+09
92058,-117.326926,33.246436,false,Condo,3,2.5,1299,,1.481965437751617e+09
92058,-117.376442,33.209683,false,,2,2,1060,,1.48204871493834e+09
92058,-117.328568,33.244579,false,,4,2,1690,,1.482048703216659e+09
92061,-116.995188,33.300759,false,,2,0,0,150000,1.481965448839634e+09
92061,-116.885287,33.284393,false,,547,0,0,2.85e+06,1.481965452569492e+09
92061,-116.820374,33.267671,false,,547,0,0,2.85e+06,1.481965456285519e+09
92061,-116.997547,33.300092,true,,2,3,2183,449900,1.481965459959697e+09
92061,-116.997547,33.300092,false,Single Family,2,3,2183,,1.481965463759104e+09
92061,-116.884117,33.300089,true,Single Family,4,2,1724,258500,1.481965467436071e+09
92061,-116.996302,33.30314,false,,3,4,2910,,1.481965475386719e+09
92061,-116.990337,33.29946,false,,2,2,2436,,1.481965479104916e+09
92061,-117.006271,33.338062,true,Miscellaneous,14,11,5663,1.595e+06,1.481965482728854e+09
92061,-116.895408,33.29564,false,,3,1,1050,,1.48196548649221e+09
92061,-117.004434,33.317092,true,Single Family,3,3,2350,392500,1.481965490197881e+09
92061,-116.996642,33.300976,true,Single Family,3,3,3161,469000,1.481965493888185e+09
92061,-116.983099,33.299227,true,Single Family,3,4,2427,498000,1.481965497567779e+09
92061,-116.95372,33.291065,true,Single Family,4,2,2000,539900,1.481965501471715e+09
92061,,,false,,0,0,0,150000,1.481965505150273e+09
92061,-116.970424,33.29245,true,Single Family,2,2,1592,384900,1.481965508829243e+09
92061,-116.887277,33.283703,true,Mobile / Manufactured,4,2,1782,349000,1.481965512600493e+09
92061,-117.005001,33.315903,true,Condo,3,3,2315,349000,1.481965516284877e+09
92061,-116.897594,33.292115,true,Mobile / Manufactured,1,1,504,239000,1.481965524765302e+09
92061,-116.99806,33.300505,true,Single Family,3,4,3000,619000,1.481965528519182e+09
92061,-116.978742,33.297655,true,Single Family,3,3,4700,2.349e+06,1.481965532179191e+09
92061,-116.98246,33.296805,true,Single Family,3,4,4350,1.1499e+06,1.481965535896951e+09
92061,-117.026295,33.346286,true,Single Family,4,5,3902,899000,1.481965539792871e+09
92061,-116.981801,33.29646,true,Single Family,3,3,3040,579000,1.481965543711914e+09
92061,-116.9566,33.3096,false,,5.65,0,0,164900,1.48196554736692e+09
92061,-116.995175,33.304445,true,Single Family,3,4,3244,675000,1.481965551053807e+09
92060,-116.852646,33.311225,true,Single Family,2,2,1632,319000,1.4820445307497e+09
92060,-116.849647,33.313369,false,Single Family,2,1.5,640,115900,1.482044534825796e+09
92060,-116.861816,33.313727,true,Single Family,2,3,1200,349500,1.482044538743451e+09
92060,-116.85241,33.310913,false,,0.7,0,0,35000,1.482044542907989e+09
92060,-116.86397,33.357495,false,,153.46,0,0,975000,1.482044546824794e+09
92060,-116.890549,33.323814,true,Single Family,1,1,800,899000,1.482044550794539e+09
92065,-116.967117,33.020271,true,,5,3,2181,535000,1.482044943494262e+09
92065,-116.814199,33.026913,true,Single Family,4,3,2564,549000,1.482044954285985e+09
92065,-116.821833,33.026553,true,Single Family,4,2,2455,539975,1.482044974771729e+09
92065,-116.813915,32.99723,true,Single Family,4,3,2806,549900,1.482044966529109e+09
92065,-116.954906,33.026895,true,Single Family,7,6,4608,1.089e+06,1.482044970657048e+09
92065,-116.965212,33.048619,true,Single Family,4,3,2114,849000,1.482044958442033e+09
92065,-116.817519,33.002345,true,Single Family,3,3,2739,535000,1.482044962478001e+09
92065,-116.823526,32.993812,true,Single Family,4,2,1930,365000,1.482044978781892e+09
92065,-116.962899,33.028339,false,Single Family,5,5,5000,1.379e+06,1.482045019595744e+09
92065,-116.829061,32.997511,false,Single Family,3,4,3722,999999,1.482044999222459e+09
92065,-116.790348,33.006628,true,Single Family,3,2,1444,419000,1.482044987043094e+09
92065,-116.866061,33.021575,true,Single Family,3,2,1841,425000,1.482045031728465e+09
92065,-116.940304,33.026476,true,Single Family,3,3,1479,649000,1.48204498294997e+09
92065,-116.834622,33.066255,false,,40,0,0,499000,1.482045040108923e+09
92065,-116.755904,32.99781,true,Single Family,3,2,1603,485000,1.482044991071162e+09
92065,-116.870647,33.037733,false,Single Family,3,2.5,1516,,1.482044995238717e+09
92065,-116.81369,33.005063,true,Townhouse,3,3,1847,349900,1.482045015542611e+09
92065,-116.846422,32.99268,true,Single Family,4,2,2155,515000,1.482045023669526e+09
92065,-116.893364,33.001831,true,Single Family,4,4,3118,849000,1.4820450278037e+09
92065,-116.822012,32.99805,true,Single Family,5,3,3535,649000,1.481965655926383e+09
92065,-116.800236,33.01209,false,,0.49,0,0,97500,1.481965659801417e+09
92065,-116.843869,33.029147,true,Single Family,3,0,1058,495000,1.482045035932743e+09
92065,-116.8616,33.03313,false,,2.51,0,0,150000,1.482045052153908e+09
92065,-116.8616,33.03313,false,,2.51,0,0,150000,1.482045048120684e+09
92065,,,false,,0,0,0,239000,1.482045044165035e+09
92065,-116.806838,33.071302,false,,6,3.5,3415,,1.481965684748119e+09
92064,-117.062907,32.964032,true,Single Family,3,2,1899,659000,1.482044261404624e+09
92064,-117.049782,33.013678,true,Single Family,3,2,2189,835000,1.48204118537912e+09
92064,-117.059044,32.958058,false,Single Family,4,2,1487,559000,1.482041169038555e+09
92064,-117.043394,33.020297,true,Single Family,4,5,3302,1.075e+06,1.482041201562312e+09
92064,-117.052687,32.953059,true,Single Family,4,2,2022,545000,1.482041181105602e+09
92064,-117.04011,32.973239,true,Single Family,5,8,15885,1.15e+07,1.482041173006379e+09
92064,-117.001873,32.999851,false,,3.35,0,0,449000,1.482041205533592e+09
92064,-117.04612,33.012034,true,Single Family,3,3,2749,949000,1.482041177075537e+09
92064,-117.01334,32.995776,false,Single Family,4,4,3783,1.199e+06,1.482041189365939e+09
92064,-117.038622,32.979491,true,Single Family,3,2,1330,550000,1.482041165021975e+09
92064,-117.033317,32.966464,true,Single Family,3,2,1152,69995,1.482041248950461e+09
92064,-117.026263,33.040439,true,Single Family,5,8,15844,1.15e+07,1.482041239852458e+09
92064,-117.034716,32.964418,true,,6,5,4500,899000,1.482041209598646e+09
92064,-117.034716,32.964418,false,Single Family,4,3.5,3766,,1.482041213545857e+09
92064,-117.050635,32.949378,true,Single Family,3,2,1510,569000,1.482041217481162e+09
92064,-117.022689,32.981568,true,Single Family,3,2,2261,789000,1.482041244070584e+09
92064,-117.041546,33.022669,true,Single Family,3,2,1933,729000,1.482041231632636e+09
92064,-116.99451,32.98896,true,Single Family,6,9,9575,3.9e+06,1.481965763424595e+09
92064,-117.026843,32.988253,true,Single Family,4,3,3626,1.475e+06,1.481965767133188e+09
92064,-117.044817,33.02216,true,Single Family,5,3,3371,774900,1.481965770836269e+09
92064,-117.033701,32.96931,true,Mobile / Manufactured,2,2,1160,115000,1.482041253285721e+09
92064,-117.043091,32.999443,true,,3,5,4986,1.099e+06,1.482041265976647e+09
92064,-117.043091,32.999443,false,Single Family,3,5,4986,,1.482041270026208e+09
92064,-117.044748,32.961399,false,Condo,3,2,1432,,1.48196578611355e+09
92064,-117.064111,32.944483,true,Single Family,4,2,1222,569000,1.482041261692431e+09
92064,-117.027553,33.050061,true,Single Family,6,8,9214,3.595e+06,1.48196579373767e+09
92067,-117.201569,32.981479,true,Single Family,3,3,2600,1.45e+06,1.482049957205735e+09
92067,-117.162275,33.035773,true,Single Family,5,6,4521,4.3e+06,1.482049961231126e+09
92067,-117.170265,32.997726,true,Single Family,5,5,5000,2.695e+06,1.482049973282602e+09
92067,-117.192692,33.027347,true,Single Family,4,4,3776,2.05e+06,1.482049965258236e+09
92067,-117.182069,33.016036,true,Single Family,5,7,10000,4.1e+06,1.48204996927866e+09
92067,-117.215071,33.014598,true,Single Family,4,5,4584,3.799e+06,1.482049977286677e+09
92067,-117.193369,33.024793,true,Single Family,6,7,9341,8.9e+06,1.482049989425447e+09
92067,-117.179146,33.01636,true,Single Family,4,5,5413,3.595e+06,1.482049981350814e+09
92067,-117.217117,32.995404,true,Single Family,4,4,5445,3.1e+06,1.482049998354781e+09
92067,-117.178749,33.049928,true,Single Family,4,5,4806,2.295e+06,1.482049985421809e+09
92067,-117.160278,33.04978,false,Single Family,4,5,6878,1.995e+06,1.482050002328168e+09
92067,-117.181949,33.043872,true,Single Family,6,8,11050,7.578e+06,1.482050006280516e+09
92067,-117.224402,33.027921,true,Single Family,5,6,6187,3.75e+06,1.482050019066435e+09
92067,-117.194341,33.017251,true,Single Family,5,7,7600,3.495e+06,1.481965850069183e+09
92067,-117.194341,33.017251,false,,0.89,0,0,2.295e+06,1.482050039217835e+09
92067,-117.174011,33.033264,true,Single Family,5,7,5313,2.988888e+06,1.482050031274073e+09
92067,-117.184307,32.978169,true,Single Family,4,5,4629,2.299e+06,1.482050035181642e+09
92067,-117.158481,33.052338,true,Single Family,5,6,7415,2.895e+06,1.482050014960582e+09
92067,-117.172095,33.036195,true,Single Family,5,7,7171,2.795e+06,1.482050010308491e+09
92067,-117.182701,32.99728,true,Single Family,4,5,5156,2.095e+06,1.482050023088693e+09
92067,-117.174659,33.028736,true,Single Family,4,5,4653,2.795e+06,1.482050043201352e+09
92067,-117.161926,33.049518,false,,2.39,0,0,850000,1.482050027243793e+09
92067,,,true,Single Family,4,3,0,3.495e+06,1.481965886525569e+09
92067,-117.184593,32.991591,true,Single Family,0,4,2525,395000,1.482050047206785e+09
92067,-117.170275,33.035806,true,Single Family,7,6,6300,2.299e+06,1.481965894712685e+09
92067,-117.179047,32.993209,false,Single Family,6,6.5,9820,,1.481965898581362e+09
92066,-116.523293,33.215125,true,Single Family,3,3,1820,299900,1.482040055737466e+09
92066,-116.550575,33.213413,false,,8,4,3000,,1.482040059862505e+09
92066,-116.549625,33.215493,false,Single Family,3,2,1843,,1.482040067991886e+09
92066,-116.520032,33.228805,true,Single Family,3,2,1775,279000,1.482040063905389e+09
92066,-116.515734,33.221376,false,,1,1,738,,1.482040072161038e+09
92066,-116.553167,33.221772,true,Single Family,3,2,1975,449000,1.482040076359334e+09
92066,-116.523231,33.226142,false,,40.6,0,0,249000,1.482040114075957e+09
92066,-116.532447,33.211064,false,,9,0,0,97900,1.482040110083824e+09
92066,-116.506198,33.219271,true,Single Family,3,2,1209,350000,1.482040080403854e+09
92066,-116.527527,33.226188,true,Mobile / Manufactured,2,2,2082,435000,1.482040101617496e+09
92066,-116.56124,33.216783,true,Single Family,3,2,1775,395000,1.482040093308852e+09
92066,,,false,,0,0,0,129000,1.482040097602592e+09
92066,-116.558842,33.218725,true,Single Family,8,8.5,4520,499000,1.482040105989401e+09
92066,-116.550735,33.265808,false,,65,0,0,224770,1.481965955048229e+09
92069,-117.158829,33.151342,true,Condo,4,3,1840,469000,1.482049042365146e+09
92069,-117.155175,33.164848,true,Single Family,4,3,2938,719000,1.481965965793386e+09
92069,-117.155023,33.172224,false,Single Family,3,3,3651,,1.481965969670644e+09
92069,-117.140416,33.158022,true,Mobile / Manufactured,2,2,1770,244000,1.481965973315139e+09
92069,-117.150299,33.178413,false,Single Family,3,2.5,2528,,1.481965977132667e+09
92069,-117.1507,33.1479,false,Single Family,3,2.5,2000,545000,1.481965980919732e+09
92069,-117.1507,33.1479,false,Single Family,3,2.5,1685,524000,1.481965984623599e+09
92069,-117.147846,33.153996,true,Single Family,4,3,2182,569000,1.481965988316199e+09
92069,-117.155191,33.170293,true,,2,3,2122,619999,1.481965991993493e+09
92069,-117.155191,33.170293,false,,2,2.5,2122,,1.481965995886022e+09
92069,-117.197797,33.161017,true,Single Family,4,2.5,2479,589000,1.481965999553403e+09
92069,-117.154562,33.168883,true,Single Family,4,3,2464,775000,1.481966003249267e+09
92069,-117.1507,33.1479,false,Single Family,3,2.5,1781,524000,1.481966008761024e+09
92069,-117.19556,33.151069,true,Mobile / Manufactured,2,2,1012,69999,1.481966012450586e+09
92069,-117.133626,33.139484,true,Condo,2,2,966,259000,1.481966016391255e+09
92069,-117.144168,33.1518,true,Single Family,4,3,2194,550000,1.481966020062935e+09
92069,-117.151279,33.163241,false,,3,3,2284,,1.481966023700753e+09
92069,-117.155878,33.146665,false,,2,2,937,,1.48196602797589e+09
92069,-117.1391,33.1469,true,Condo,4,4,2190,487050,1.481966031701328e+09
92069,-117.155436,33.148763,false,,2,2,937,,1.481966035323326e+09
92069,-117.135308,33.151572,true,Single Family,3,2,2064,579900,1.481966039084746e+09
92069,-117.15839,33.148671,true,Single Family,3,3,2132,539900,1.481966042816977e+09
92069,-117.137259,33.141681,true,Condo,1,1,651,235000,1.481966046879455e+09
92069,-117.191569,33.160159,true,Single Family,4,3,2495,595000,1.481966053216779e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,452990,1.481966056860667e+09
92069,-117.18838,33.164747,true,Single Family,3,3,2171,584500,1.481966060594436e+09
92083,-117.259427,33.201511,true,Condo,2,2,1225,299000,1.482049503852668e+09
92084,-117.234842,33.214042,true,Single Family,4,2,2048,535000,1.482050075821263e+09
92071,-116.959856,32.856696,true,Single Family,4,2,1288,484000,1.482048153726723e+09
92071,-116.968241,32.874761,true,Single Family,4,3,2759,674900,1.482048157791332e+09
92071,-117.035534,32.835687,true,Condo,2,3,1324,369500,1.482048161898109e+09
92071,-117.017288,32.834286,true,Mobile / Manufactured,2,2,1368,84500,1.482048173793244e+09
92071,-117.017288,32.834286,true,Mobile / Manufactured,2,2,1404,117500,1.482048181992014e+09
92071,-116.991742,32.827115,false,Single Family,3,2,1120,425000,1.48204816585026e+09
92071,-117.004201,32.861502,true,Single Family,4,2,2888,619999,1.48204822488441e+09
92071,-116.981698,32.864216,true,Single Family,3,3,2192,578000,1.48204821676393e+09
92071,-117.009917,32.835138,true,Condo,2,2,984,299900,1.482048193944573e+09
92071,-117.034167,32.837778,false,Townhouse,2,2,1455,439990,1.481966132923527e+09
92071,-117.019167,32.839247,true,Single Family,4,3,2335,549000,1.482048177873768e+09
92071,-117.015842,32.842695,true,Single Family,3,2,1588,539900,1.482048189946549e+09
92071,-117.034167,32.837778,false,Townhouse,3,3,1730,489990,1.482048201969619e+09
92071,-116.974632,32.831874,true,Mobile / Manufactured,2,1,720,33900,1.482048169815407e+09
92071,-116.993376,32.84867,true,Single Family,4,3,1480,489900,1.482048185896727e+09
92071,-116.994066,32.846094,true,Townhouse,3,2,1268,429000,1.482048197982576e+09
92071,-117.017288,32.834286,true,Mobile / Manufactured,2,1,768,59900,1.482048228846312e+09
92071,-117.019304,32.840515,true,Single Family,4,2,1487,455000,1.482048240709092e+09
92071,-117.02468,32.837539,true,Single Family,2,2,1263,375000,1.482048220832143e+09
92071,-117.022103,32.835363,true,Condo,3,2,1086,339900,1.481966175070297e+09
92071,-116.967822,32.841299,true,Condo,3,2,1286,315000,1.482048252669875e+09
92071,-116.971702,32.851585,true,Single Family,3,2,1242,385000,1.482048260513241e+09
92071,-116.9803,32.857197,false,Single Family,4,3,1842,550000,1.481966192070196e+09
92071,-116.967927,32.85935,true,Single Family,3,2,2708,800000,1.482048236741366e+09
92071,-117.024377,32.837603,true,Condo,3,3,1342,435000,1.481966199657059e+09
92071,-116.962466,32.839826,true,Townhouse,3,3,1294,330000,1.482048256645757e+09
92070,-116.71772,33.1542,false,,4.93,0,0,99900,1.48196620719149e+09
92070,-116.733001,33.184064,true,,5,0,0,69999,1.481966211100446e+09
92070,-116.708783,33.16264,true,Single Family,3,2,2700,2.95e+06,1.481966214829466e+09
92070,-116.709892,33.15852,false,,640,0,0,1.295e+07,1.481966218504022e+09
92070,-116.71176,33.154741,false,,80,0,0,7.45e+06,1.48196622257253e+09
92070,-116.713096,33.155113,true,Single Family,3,2,896,1.115e+06,1.481966226382083e+09
92070,-116.793099,33.192254,true,Single Family,4,5,4729,2.95e+06,1.481966230181743e+09
92070,-116.73513,33.201423,true,Single Family,0,0,0,450000,1.481966234651264e+09
92070,-116.786624,33.224176,false,,40,0,0,1.3e+06,1.481966242237135e+09
92070,-116.735624,33.204265,false,,51.28,0,0,225000,1.481966245901605e+09
92070,-116.682944,33.214692,false,,4.86,0,0,135000,1.481966249601403e+09
92070,-116.71772,33.1542,false,,4.93,0,0,79900,1.481966253512495e+09
92070,-116.792143,33.153333,false,,119.29,0,0,925000,1.481966257600853e+09
92078,-117.202434,33.105466,true,Single Family,5,5,4302,1.449e+06,1.482047326705517e+09
92078,-117.184342,33.109231,true,Single Family,5,6,3776,1.065e+06,1.482045485027163e+09
92078,-117.225932,33.130746,true,Single Family,4,3,2432,749990,1.482045489098826e+09
92078,-117.187258,33.095317,true,Single Family,6,4,3200,849000,1.482045481007565e+09
92078,-117.210753,33.118032,true,Condo,2,2,1222,529999,1.482045476922485e+09
92078,-117.151691,33.133221,true,Single Family,3,3,2728,789000,1.482045497399653e+09
92078,-117.180634,33.099178,true,Single Family,5,4,2999,799000,1.482045493325886e+09
92078,-117.137455,33.135408,false,Townhouse,3,3,1967,510000,1.482045501513337e+09
92078,-117.211006,33.153202,true,Single Family,2,2,1495,429000,1.482045533042734e+09
92078,-117.165426,33.122042,true,Townhouse,2,3,1438,400000,1.482045525056795e+09
92078,-117.210344,33.135317,true,Mobile / Manufactured,2,2,1665,339000,1.482045509717343e+09
92078,-117.210327,33.140614,true,Single Family,2,2,1250,129900,1.48204552915038e+09
92078,-117.174817,33.124969,false,Single Family,3,3,1422,519800,1.482045537402213e+09
92078,-117.210344,33.135317,true,Mobile / Manufactured,2,2,1248,149900,1.481966320471346e+09
92078,-117.134025,33.130876,true,Mobile / Manufactured,2,2,1440,268000,1.48196632417792e+09
92078,-117.2115,33.1242,true,Condo,2,3,1091,390000,1.4820455414369e+09
92078,-117.22197,33.108417,true,Condo,3,3,1775,569900,1.482045545372469e+09
92078,-117.205841,33.139854,true,Single Family,3,1,1294,430000,1.482045549409963e+09
92078,-117.222139,33.108114,true,Townhouse,3,3,1775,559700,1.48204730165264e+09
92078,-117.147251,33.125424,false,Single Family,4,3,3230,,1.481966346869346e+09
92078,-117.180527,33.131019,false,,5,4.5,4243,,1.481966350565134e+09
92078,-117.163022,33.121575,true,Condo,2,3,1053,325000,1.482045553533821e+09
92078,-117.214228,33.118878,false,Condo,2,2,1383,,1.481966358345713e+09
92078,-117.213421,33.137546,true,Mobile / Manufactured,2,2,1670,149900,1.482045557557897e+09
92078,-117.209117,33.14029,true,Mobile / Manufactured,2,2,1440,159900,1.48196636583484e+09
92075,-117.270514,32.995081,true,Townhouse,3,3,2000,1.325e+06,1.482045697282002e+09
92075,-117.272596,32.997132,true,,4,4,2292,1.375e+06,1.482045722678879e+09
92075,-117.272596,32.997132,false,,4,4,2292,,1.48204572674987e+09
92075,-117.254137,32.997881,true,Condo,2,3,1184,715000,1.48204571066195e+09
92075,-117.27491,32.993747,true,Single Family,4,3,3004,3.7999e+06,1.482045714628758e+09
